freq_hz	exact_dbc	moved_dbc
11.9476318359375	-143.46586502970644	-79.25308337836213
11.993408203125	-139.31011762836948	-79.26221295188526
12.0391845703125	-136.43587469181176	-79.26839981974933
12.0849609375	-141.3230856934703	-79.252570928656
12.1307373046875	-140.80739278693235	-79.25089801007506
12.176513671875	-129.5326771671203	-79.2534517892867
12.2222900390625	-136.09974420140267	-79.25524610373876
12.26806640625	-148.49459698276564	-79.25246324648478
12.3138427734375	-130.72238824974661	-79.23085480019726
12.359619140625	-145.009765914164	-79.25745056220778
12.4053955078125	-138.31056672635538	-79.24390900312913
12.451171875	-146.2837588971893	-79.25101101623781
12.4969482421875	-141.32340761973356	-79.25453120258696
12.542724609375	-130.7881057663409	-79.25041138151207
12.5885009765625	-130.1331935768148	-79.27605782182988
12.63427734375	-132.7803201479676	-79.25356358625707
12.6800537109375	-135.47396271548965	-79.26109003473431
12.725830078125	-151.97522287398894	-79.24954531033646
12.7716064453125	-140.5217474389982	-79.25144379850339
12.8173828125	-131.33762614661853	-79.26206230271191
12.8631591796875	-134.32740788382597	-79.23398586047269
12.908935546875	-138.78670019121628	-79.25586800624936
12.9547119140625	-130.3081574017842	-79.26521519430771
13.00048828125	-140.09741943097367	-79.2412622233037
13.0462646484375	-138.4834243063955	-79.25575286833953
13.092041015625	-129.32945716035934	-79.23453416219627
13.1378173828125	-142.04291932696088	-79.24811077176288
13.18359375	-136.0511973506156	-79.25713752082211
13.2293701171875	-134.22425681712323	-79.23444048101149
13.275146484375	-138.7455110144467	-79.24728866097394
13.3209228515625	-132.55870189378174	-79.2586680808758
13.36669921875	-136.08625019931537	-79.24239869810505
13.4124755859375	-130.99354074121297	-79.2584249524311
13.458251953125	-131.1628030443725	-79.26255969112292
13.5040283203125	-154.2868537666481	-79.24350712151283
13.5498046875	-130.22071184485816	-79.25665166819213
13.5955810546875	-134.5940131162723	-79.23163516177992
13.641357421875	-144.15488134426315	-79.24570950304832
13.6871337890625	-135.76444378718506	-79.22924801846918
13.73291015625	-138.9594257089838	-79.24835508056725
13.7786865234375	-130.69995813149345	-79.21876575885177
13.824462890625	-135.88173572992	-79.23485972556594
13.8702392578125	-136.76115680273472	-79.24989740097146
13.916015625	-146.3390341589714	-79.23417420747856
13.9617919921875	-132.7323958060985	-79.23280277184737
14.007568359375	-137.89430890771615	-79.24248694898483
14.0533447265625	-144.3180665211072	-79.23550213789774
14.09912109375	-137.26605322239996	-79.22568126845475
14.1448974609375	-148.30793950859822	-79.23732936150644
14.190673828125	-132.31289535654076	-79.21776380584122
14.2364501953125	-136.33017048505198	-79.23909142435744
14.2822265625	-142.6814818844916	-79.2360163105804
14.3280029296875	-149.03054476853978	-79.23203809252067
14.373779296875	-137.20917486254868	-79.2439243906516
14.4195556640625	-139.18341129179157	-79.2380710810623
14.46533203125	-138.95458703449611	-79.23166198845286
14.5111083984375	-143.90617944851104	-79.23272602918271
14.556884765625	-132.48788983513694	-79.24381804886464
14.6026611328125	-137.58806205032553	-79.23616027755864
14.6484375	-134.94786452427346	-79.24214161049824
14.6942138671875	-133.94732441830214	-79.2391347589905
14.739990234375	-139.31533112541825	-79.23708266317489
14.7857666015625	-140.55416828377554	-79.22175742740251
14.83154296875	-134.78539359944358	-79.2419033545069
14.8773193359375	-132.61935799051702	-79.21038344871343
14.923095703125	-134.74534481793026	-79.22032356879475
14.9688720703125	-133.60629560057578	-79.21057358507484
15.0146484375	-136.3715506507906	-79.23771626695262
15.0604248046875	-133.4620119996809	-79.23349687023216
15.106201171875	-139.3136440955484	-79.23272326091396
15.1519775390625	-133.85417266569155	-79.21119189132479
15.19775390625	-135.78751369971482	-79.23609381336098
15.2435302734375	-138.28146683905894	-79.22281186712914
15.289306640625	-135.61487599890916	-79.210382377073
15.3350830078125	-131.66475661400577	-79.2019071665972
15.380859375	-134.55750982248776	-79.22668383843363
15.4266357421875	-142.0368421691722	-79.21491996571112
15.472412109375	-136.99094412024667	-79.21037851970715
15.5181884765625	-131.0227957929779	-79.23171432962205
15.56396484375	-143.32970387254724	-79.22195510695474
15.6097412109375	-133.23236208998486	-79.20246502479586
15.655517578125	-136.68252745746236	-79.22052012537335
15.7012939453125	-137.28564756392547	-79.22846347778635
15.7470703125	-141.24588050660049	-79.21184892927477
15.7928466796875	-133.91550477721745	-79.21375967342375
15.838623046875	-136.22673688509695	-79.22836493347704
15.8843994140625	-138.68414126121013	-79.22362311011364
15.93017578125	-133.85021725169995	-79.20904984674276
15.9759521484375	-133.38980454267585	-79.22353197592598
16.021728515625	-144.3312645070141	-79.21407697394409
16.0675048828125	-138.38336911269354	-79.20939508516827
16.11328125	-131.8590063333505	-79.1967161541611
16.1590576171875	-134.77466342203923	-79.22006991530283
16.204833984375	-143.56248201167406	-79.2113295826482
16.2506103515625	-133.75864356988293	-79.21662440882444
16.29638671875	-134.98325765870857	-79.21276844262108
16.3421630859375	-141.22236664774118	-79.21500981543272
16.387939453125	-137.65110931736558	-79.20676896892881
16.4337158203125	-140.85434434897695	-79.21075105507131
16.4794921875	-136.89715146793273	-79.2196094782586
16.5252685546875	-133.8889269903459	-79.2206843109941
16.571044921875	-134.97327206255608	-79.2049438662771
16.6168212890625	-139.52786003899428	-79.21340935185707
16.66259765625	-145.97040435616634	-79.20978926165938
16.7083740234375	-134.81438623618405	-79.19151464029488
