hardclip_k_dbfs	hardclip_sse	under_k_dbfs	under_sse
-50.5059151786	38.6784039246	-50.5059151786	0.145290279552
-50.4525111607	38.6510259129	-50.4525111607	0.145962767636
-50.3991071429	38.6238967659	-50.3991071429	0.146637390574
-50.345703125	38.5970159019	-50.345703125	0.147314058813
-50.2922991071	38.5703827028	-50.2922991071	0.147992683915
-50.2388950893	38.5439965151	-50.2388950893	0.148673178555
-50.1854910714	38.5178566507	-50.1854910714	0.149355456527
-50.1320870536	38.4919623882	-50.1320870536	0.150039432751
-50.0786830357	38.4598228201	-50.0786830357	0.150648487226
-50.0252790179	38.4246727869	-50.0252790179	0.151222813194
-49.971875	38.3897562634	-49.971875	0.151800995558
-49.9184709821	38.3550741881	-49.9184709821	0.152382949617
-49.8650669643	38.3206274474	-49.8650669643	0.152968591033
-49.8116629464	38.286416877	-49.8116629464	0.153557835847
-49.7582589286	38.2524432614	-49.7582589286	0.154150600496
-49.7048549107	38.218707335	-49.7048549107	0.154746801836
-49.6514508929	38.1852097828	-49.6514508929	0.155346357152
-49.598046875	38.1519512406	-49.598046875	0.155949184181
-49.5446428571	38.1189322955	-49.5446428571	0.156555201126
-49.4912388393	38.0861534872	-49.4912388393	0.157164326673
-49.4378348214	38.0536153075	-49.4378348214	0.157776480002
-49.3844308036	38.0213182021	-49.3844308036	0.158391580809
-49.3310267857	37.9892625702	-49.3310267857	0.159009549314
-49.2776227679	37.9574487657	-49.2776227679	0.159630306278
-49.22421875	37.9258770977	-49.22421875	0.160253773016
-49.1708147321	37.894547831	-49.1708147321	0.160879871408
-49.1174107143	37.863461187	-49.1174107143	0.161508523916
