bin	input_E2	output_E2	input_A4	output_A4	input_C7	output_C7
234	-0.2502383628019195	-0.12676132609327798	-0.2500532587337889	0.39274517970426726	-0.24939716063536618	0.01904838553253303
235	-0.23991456567062003	-0.11509508727246066	-0.2392471183269949	0.40007769241572594	-0.23812343186425822	0.031096096025916373
236	-0.22887275674191526	-0.10305084735755518	-0.22856869740701527	0.40625449445723333	-0.22743781116409556	0.04318600839892847
237	-0.21794357561000702	-0.0910748240416585	-0.2177959302104583	0.41367369815982835	-0.21761939910579847	0.05550142862820122
238	-0.20718210869709605	-0.07916907677709192	-0.2065276683377061	0.4201449497842383	-0.2059898754005046	0.06737607410167307
239	-0.19574740732743848	-0.06699131768561113	-0.19589627730322118	0.42635821376672484	-0.1945421963328429	0.07924467145806142
240	-0.18473957103507813	-0.054992087366563934	-0.18439119576552218	0.4322744554988652	-0.18390962670658442	0.09146378461215598
241	-0.1731006234578985	-0.04276398030395657	-0.1730870036407193	0.4386872428266055	-0.1720734991566276	0.10308126634551719
242	-0.1618326847782981	-0.0306619694921659	-0.16152057167815145	0.44446436631831376	-0.16092734621289795	0.11509757178184565
243	-0.15003579329405473	-0.018435692860353077	-0.14951043710290438	0.4490041889808438	-0.1495734459045996	0.1270151163751936
244	-0.13856047821924883	-0.006284004484566434	-0.1383734542148793	0.45397486878354554	-0.1377739366234625	0.13855465373953108
245	-0.12661627793704805	0.0059332849114298505	-0.1266146236999437	0.45930365626247377	-0.1258494264740428	0.14990557064516527
246	-0.11478123401093053	0.01810846265338565	-0.11457778436966602	0.46359883978627253	-0.11427428323083776	0.16164124075245548
247	-0.10301980484097385	0.030328909275432015	-0.10321223990048195	0.467774158111935	-0.10262395574131962	0.17338439767820416
248	-0.09091229014719251	0.042442000138876564	-0.09104334627409566	0.47142923509264234	-0.09038873793575256	0.18412483797528462
249	-0.07901871916734589	0.05463705632810802	-0.0789912804999289	0.47571957887024097	-0.07857350546620749	0.19563699362187603
250	-0.06682973162844323	0.06667098735701865	-0.0666583644121402	0.4782775525266376	-0.06665236343803052	0.2070015150215803
251	-0.054828206779246505	0.07880954964369141	-0.05442570899217956	0.4814572874639274	-0.054332500815372775	0.21695754431937725
252	-0.04261263367590376	0.0907128410821514	-0.042803039003089	0.48428845560587924	-0.042365136662760323	0.22817011169125567
253	-0.030509246825273603	0.10279112756399028	-0.03052715401976136	0.4872602783025791	-0.030419307965972746	0.23995870615918516
254	-0.018272765689305043	0.11455598780644259	-0.018191350633698304	0.4892675447683793	-0.018203607312195797	0.2497857885890075
255	-0.006109072935308442	0.1265308831918319	-0.006506174795488968	0.4912216755124066	-0.006052147879712117	0.25973007117087193
